Algoritmo,TamanhoDaEntrada,ValorMaximo,TempoDeOrdenacao,IntervaloInferior,IntervaloSuperior,ErroPadrao
quick,9400000,940000,1114.7333333333333,1101.5593486852592,1127.9073179814075,6.721544248766247
merge,9400000,940000,1458.0,1450.2115646238992,1465.7884353761008,3.973764537274592
counting,9400000,940000,530.5,502.39470339815693,558.6052966018431,14.339700537119066
quick,94000000,940000,17435.533333333333,17308.54733458482,17562.519332081847,64.78996540250843
merge,94000000,940000,14735.066666666668,14673.720457328052,14796.412876005283,31.299661535878247
counting,94000000,940000,6793.2,6554.2935666667145,7032.106433333285,121.893277232515
